Product ID,Store ID,Predicted Demand
8726,44,249.05461865898053
3105,81,249.40378732164652
9742,47,249.22042730278287
1229,22,247.70692038788985
5039,9,247.20558364774138
6168,63,249.9838180276731
1100,2,239.4620350200971
4104,57,248.03930110549172
4755,12,249.15303363403785
1254,86,252.9689540370504
5023,36,257.4400168258991
7537,26,252.24481816350925
5741,29,235.98633009384858
3380,41,249.19249989380057
8281,42,250.42110857823786
7461,31,250.41319519107
9126,70,245.62338503854875
3249,58,239.31232269900136
2269,8,240.54530059330529
9423,1,239.2573640170942
6110,15,252.59131094188658
1055,96,254.91713966661897
8036,66,251.52632133013407
2474,94,251.9957517099249
5099,43,240.1429756713881
3868,15,250.83168122381147
8538,11,247.85119106030587
2406,76,252.15879048730332
1617,94,261.80826440322113
5820,75,241.730004604296
5724,90,253.65190857709783
4029,77,245.4580897567605
7379,67,247.95621629474903
2449,28,249.19051026774997
2310,29,246.79431326193787
6977,68,252.29904656285893
1547,91,252.14511227111495
1898,63,243.3808336328429
3845,12,241.055652168472
4969,20,252.65618359590297
7409,37,252.79452214511744
5691,62,248.9352429695476
5903,68,245.09858682330105
8879,28,249.71805956846077
8620,40,249.68186214442534
4783,50,245.88516765299875
6459,43,249.43215548522835
4745,91,250.08004626626976
4135,83,259.1201646557679
6618,57,254.08164421277917
1469,55,256.15708972085
8270,76,248.31106269821885
7636,79,242.67845652564955
5417,47,242.9146177653054
8962,4,253.32582178285813
1541,58,253.26790473556562
6789,92,257.47173136079
6631,79,248.3691711390731
9516,21,246.00194595589994
3332,54,248.0236573415877
5214,94,250.48060474593598
8616,72,256.9744914882053
2778,29,250.3838265476357
8035,24,247.37111152219126
2799,80,255.5717564997626
5433,65,254.6605515288276
6273,90,242.9894156106343
2520,92,251.52769569006006
1702,71,248.0159771693938
7905,32,249.33994694505395
1371,18,239.101422953204
1007,86,254.70332821169686
8325,7,250.08187591054053
6384,34,247.610732379023
1872,61,245.6130199818523
6340,23,240.1712644469198
6521,16,256.79137379689854
5963,92,246.7616497082371
8333,67,248.09492331122172
5339,6,238.9146138684208
5848,62,252.21713696432965
8807,66,257.8381771026308
4122,87,254.31522686141744
7122,71,243.94195377151604
5626,59,246.0616351364504
3768,21,256.69736175688854
1320,36,244.8410381435573
3015,97,260.39761410742494
6375,55,247.38726919205436
5913,27,239.93194795090065
9589,61,244.32473971009279
1307,63,240.50705748657376
5603,4,242.91569707475995
6175,42,255.540398200198
4468,76,254.23382537454467
1463,17,244.76079645812104
3205,66,241.66415900210723
3109,24,242.89087271564853
3541,56,252.19935775627874
8008,99,259.65274539036267
1281,89,245.79709482739815
8500,33,258.28395218404887
2492,15,251.00659317171386
7747,35,241.92086190670986
7026,66,258.9789658892326
2953,42,253.10802739139032
5773,9,241.10992065010745
4544,16,239.25368452910305
7278,20,247.95803147022096
6724,61,248.87870067491016
8216,96,257.40701928154954
4023,33,245.35554765202042
8646,78,251.21168934035626
8174,73,249.21436909336052
2720,19,244.46748143441215
7481,98,254.33710166014583
3172,65,254.6289390337826
7452,44,254.87691305460754
9189,51,248.27793627859782
7829,45,249.00677252896176
2590,77,248.1627590372959
3809,36,242.33813664800982
7506,75,249.8074059647339
7898,91,258.4890928922386
7793,47,242.22880448762237
1302,29,241.4340646708092
9142,34,249.6961674868485
2764,7,244.29124564216855
9765,16,253.9028800196864
5738,36,243.88245270286978
5327,7,246.31587071998217
5819,46,239.66769028703126
7012,79,262.06334883881533
4731,94,252.37614022077094
8017,32,254.08705595711317
3730,70,244.29645797283916
9139,55,249.48148185403932
5587,62,246.04333049314022
4490,73,247.3335041867731
1845,84,245.77501010579664
7059,5,248.061831129067
3389,64,250.26248773754213
1411,50,242.23839060696415
8532,72,252.13538516426718
2013,87,250.48997830480576
9608,43,254.01155206160195
8139,78,252.454582752652
7303,90,253.68932653058465
7327,95,262.2141215788812
8990,97,250.18683811057033
8621,5,247.54904327327185
5380,45,251.67884115755587
7108,9,245.561855662494
7644,29,253.22397298844453
8745,72,253.96429092975146
4321,48,251.67078212379883
9631,17,253.15953178916584
8498,59,251.50809744777507
4324,58,253.88640480673072
7631,77,258.1466957511641
6592,28,247.8752559202452
3184,49,244.48899945321548
1448,55,245.78662298935083
4452,6,241.15336779109046
1854,49,247.29393337683294
3534,72,240.40164609524209
4472,55,247.87304250048382
7976,77,245.39361905627416
2602,22,237.29570924293893
2032,83,242.81144467233926
9924,97,256.4565950197355
7211,84,246.67476338010425
7403,33,251.8889339053002
2967,50,251.50347860291635
8245,89,252.0829807228969
2186,27,248.72168341104592
2653,35,245.4116670318219
8167,58,247.9682128483224
7452,99,246.82531341343983
9752,36,241.12889666082606
1580,24,237.7690782187942
8914,82,257.5239935338486
4261,61,251.90845814862814
5928,71,250.32291153244896
7692,66,251.74711579573017
6131,98,248.7288808608062
7509,89,250.83667412454201
8752,43,248.91099375015284
1995,16,246.71791849917616
2369,79,247.58813765413407
7465,6,247.6858653235607
8443,34,258.46507761183335
1324,17,240.27714205377328
9922,93,258.3919930494493
1605,61,242.2089052036212
9409,64,244.24231414739089
5244,58,242.02416044618153
7150,56,251.71396556544255
6626,95,248.5943913524615
8804,84,251.79298320148737
2124,7,248.93355934068433
1658,6,244.7760947628983
6820,68,250.8022742693307
2701,36,245.10568607833122
9664,36,253.05556553485738
2597,22,246.75643530391181
4605,37,246.30424509317407
3354,95,255.97605593629393
4502,7,248.34405203521086
7679,92,251.58026735397578
6977,72,251.06966305715983
5551,56,249.38555485232197
8508,98,256.90440352447973
9167,9,246.68740378621587
2692,57,247.90542654418843
7044,75,246.5360245739657
7656,95,250.41096204278594
1445,46,241.56722064878917
9977,98,250.94585314186128
8167,99,261.8116565696422
8215,68,245.88524045348717
4927,30,240.41478766121676
3044,5,240.90672478479536
4425,99,250.90166657707914
1057,80,245.83921684990014
6636,41,249.77960523480812
3983,12,252.74987981679925
9811,30,254.498171171153
4497,16,242.39497868127228
7642,1,251.9995999965189
1926,72,249.12689317500767
7471,1,246.7698661575983
5512,4,243.0636978144715
8915,92,252.68510719704224
8379,52,240.13321619601447
4242,31,245.33679135158908
7556,71,258.18009328054615
5735,66,248.5592590802962
8394,28,251.54813364984517
6356,5,246.6780676065826
3829,15,241.37717912639505
1127,91,259.21268329005375
3220,33,249.6792543264424
2230,72,244.45579562142873
2007,3,243.13403862891485
3075,18,245.72423451536343
9032,53,250.44977478904576
9337,41,241.7141923295656
6630,26,248.57454613119933
6129,99,252.51666366148328
6571,82,253.12124083020217
5877,49,253.60562653326704
6840,85,255.912325748043
3863,14,239.66819474519116
3799,41,240.88792141839735
8730,45,258.9811091209776
5800,45,241.0452505020718
6465,13,242.6404330245377
7404,1,239.40983924650885
4364,8,246.94635976583487
8106,69,244.64172903083542
2922,25,242.5823761836676
1209,36,242.63841836194783
2453,45,245.55650338156713
1112,50,240.11559915403998
1386,85,244.88183035933042
8033,94,255.5687037906743
6420,69,249.71758995515546
6060,72,253.35691397049052
8558,82,248.89171363221323
2792,85,244.55600762596555
3035,27,241.72389054407373
5300,50,257.9702353823261
6912,4,255.7065561548665
5960,51,243.33548179961545
1292,83,238.65780917886028
6437,5,248.68299017384612
4620,9,235.93510479138658
5541,44,245.0938879413244
4103,79,250.85779031722927
8434,44,243.838437773365
6975,72,247.74829699239206
5423,70,254.97810524873952
3735,65,249.206542418952
8766,22,241.30487179659127
1244,78,244.94765938112224
6431,98,255.01985598734615
9614,97,253.13492438341984
5186,14,240.4841906090245
6155,40,257.02332459386065
9010,52,252.61768272662528
3445,28,243.4326891688795
1933,36,245.07957643508686
3811,79,249.18959218733997
3528,76,249.5722380189295
8568,72,247.47112203682747
8017,60,255.06229187209732
2569,36,240.97473723090474
7860,42,242.45859728670268
7283,8,250.59192505940587
9782,63,248.5480885160095
7752,72,262.1437296763071
7962,17,246.59798079998163
6434,9,236.37032140078043
3698,31,246.4059457652534
6349,57,245.38439031797895
1918,78,241.09145640577623
3583,70,243.9757530742096
1170,54,249.0969733533218
4071,59,254.1792909492335
1245,21,243.72806901989588
8506,18,248.88246734570635
3093,57,237.35401440932756
6140,30,240.78068382874386
4448,35,256.45319122346206
7224,98,249.04541432909048
3319,53,251.7585990339169
3400,5,244.05060378993682
5757,4,235.9128212375401
8093,35,252.95867170320884
5949,94,262.0640538970536
3966,32,250.22535528607776
4841,74,253.26802403156208
8115,13,248.0078941412553
6410,24,242.59017337346341
5090,51,247.810712632341
9798,5,245.0336354251756
5477,99,247.05915098343587
7442,72,249.646595616195
3126,30,252.240113936542
1001,78,247.4755147909804
5524,46,242.6069385217815
4420,54,253.69375339097422
2997,13,244.49953732497525
2355,30,250.77937246732165
5432,49,244.40375225906521
5210,93,263.03105086308744
8229,6,240.35941082469802
9875,3,250.13498242323075
2820,68,238.0007602169785
3753,39,253.13577417869692
4676,42,246.46832343236093
6346,63,258.56856800921355
6336,56,251.33452887143804
1913,32,251.71433052672992
7174,74,248.06633894579005
9165,86,256.9441107793292
6259,13,239.6243814174717
1221,35,240.2586074617514
2998,92,244.29607340412312
7766,74,240.93519625724528
3740,2,239.83260457932906
9365,37,247.83313962352378
1797,49,236.80723419820245
3939,3,247.61620100114334
5329,12,240.85961747881623
3846,15,243.88253576992247
4944,82,256.64376512842335
2715,34,238.19283400725416
4348,82,253.43713868439824
4551,40,248.65357746274515
2839,41,250.42566461300345
5991,6,243.21058142009318
5411,70,248.6715779434671
8181,18,252.1032261026429
2686,33,251.46282219497124
5864,33,251.54506318477777
7152,46,239.6443797679925
5997,42,245.48108601924596
6625,54,248.47342943093855
1876,40,245.64939245993784
7904,11,251.1264252264077
1197,82,249.06315972703803
1400,23,245.62973784352113
4732,69,252.13004696129892
2942,70,239.94860015685472
6675,47,244.86416563295035
6174,25,253.98495315827307
1116,52,240.0127503786571
5928,70,254.95572287962023
6759,80,246.22505871227403
1001,80,249.06199036039666
4914,71,246.3949335354744
3017,62,253.26761807371136
4199,20,243.99323597701607
6301,81,251.03764477067276
5848,87,252.62200437791628
2851,76,253.98488957755407
1055,63,252.8347567391306
2443,50,250.67820048792194
9061,54,246.01657279798903
3653,37,246.79778657568588
7603,19,240.02594474396096
1194,20,245.26103107576358
6371,25,247.3842986446492
2796,80,248.5662047234991
5307,87,245.51092039245054
7057,98,257.9123008040955
8663,22,248.21276407835217
9817,2,248.74600489351195
3276,48,248.82921187721138
9730,94,258.9308613745648
7979,24,242.206679010892
5420,2,252.38763411566174
6071,77,252.33864835326682
7382,35,250.7577955097407
3515,23,246.57626728873143
5027,76,248.5062896001505
5994,16,240.5996632602156
6071,47,246.27645352546412
5307,92,255.4480946549128
4316,8,247.2709459568984
6961,38,248.65587639171284
2302,58,255.05670327525905
7108,21,242.42207852489847
9671,45,246.9551270194804
9769,87,254.05965231772893
6702,76,250.1434903425316
3113,27,249.8195672821721
8439,37,239.48096857280837
4666,23,248.78114828980162
1355,66,246.1703882258383
5343,33,242.76212283998504
7529,15,252.5054637416158
6646,87,255.65715930676132
3770,90,244.08205778621354
1361,42,250.0841055841195
6807,17,243.38431899659116
2812,32,248.4230093117294
3934,1,243.47713706137677
7296,70,252.94928783777925
4502,45,252.58143140109382
9569,54,258.1008485768961
5108,66,244.21260470171427
7783,82,240.1170418073728
7081,73,255.42653633100548
7190,35,253.3844088113022
1353,18,240.32675623471084
9480,39,256.49313313341656
4805,47,255.7437478806802
1847,55,246.14675757420616
2589,62,244.55405538963626
1530,57,245.83312404004
6927,16,251.0227188669403
5344,92,253.94519278385573
2988,92,255.9785909707988
5710,53,238.74228483361674
4540,10,248.6188854448251
1082,2,240.55660208447736
9024,42,249.65230284689383
6028,1,246.67234719149315
9146,14,248.38774308921865
8075,60,254.44822731935707
4544,35,247.8757479373557
6808,33,236.09090203647565
4980,50,252.49013132951964
8574,44,248.90022293378013
9283,99,253.3870783672076
8676,29,249.42777967584038
2355,70,246.43741527977085
4946,30,250.5966000305369
1825,47,242.58717176855282
1518,87,251.28974221353693
9811,16,246.21910780769934
7883,86,252.58165663981072
8728,34,246.88126597459504
9367,47,258.68228757270566
3831,24,247.74125493523198
1457,62,250.47066464383607
1539,22,252.44436199985904
9163,16,240.0340348334726
7364,23,246.63715168880992
9310,73,247.33962442594608
7152,58,252.33742961814684
7887,42,245.4406842736799
9460,89,257.56063020357453
2425,77,249.32561315606898
7069,77,255.5794910691373
8173,12,241.17079839162184
5243,56,248.4767360457114
3567,13,245.20130579013315
5617,17,247.39198301339962
9282,98,250.66383077692495
4683,90,260.02426917489083
2335,83,244.29473218855648
9616,36,248.51302536774716
9576,43,249.11046162496373
6404,92,257.9335737930948
3339,61,246.4183367304472
4214,35,253.75791230219255
6352,63,242.75591048342318
3062,62,250.29995087118954
4952,47,247.78733471439966
5986,89,250.45746134698584
3365,92,251.35017487278546
3261,60,245.7671518174139
4693,18,246.3843612468911
4849,7,249.12589606803357
5663,8,247.8520065986556
1000,22,246.13735244222843
2504,45,249.9694718394782
1838,84,245.79425338480706
1312,17,236.73674473756017
3912,42,239.72708993655175
8157,95,254.4241391296017
5695,64,258.61851403238757
1867,54,243.29463183699565
7179,54,255.54993163492009
4711,27,241.39977968153235
1117,26,233.20245246340818
7173,35,249.15265944555787
2345,29,245.5670538112267
4077,32,246.17288772571322
1926,87,256.10812664987105
1894,45,240.36996783719053
3179,10,250.80413741663577
1253,5,242.16623885316778
4110,94,244.35691681267264
7459,29,247.2108904073444
9144,39,245.40169156829032
6594,84,241.73224792802193
7067,54,255.44508708557487
2582,67,237.15307201233918
4098,36,245.83538496894045
6363,36,248.4392950462394
8984,16,241.63778712372064
2773,70,243.5890108764838
7195,11,241.1363073091423
4460,49,250.19578636857062
4414,11,239.0947859800217
9957,44,251.31763367757327
3785,29,240.09987333229788
2696,17,242.11253531393996
5039,28,237.09897450369274
8202,53,253.2566732395165
4293,1,241.01829716760608
9922,26,248.27580436382573
4244,70,248.79214727553176
9151,66,248.46521845677512
1456,68,246.7688682165823
8743,95,242.72813631567865
5468,18,249.5868391158097
2198,64,248.6949402822035
5897,34,252.41283970118468
3963,99,254.21445536156827
7054,30,256.5266488771703
3206,73,249.1716218678792
3027,6,239.0352252720329
3809,83,245.18156185849796
4449,80,242.02310927219435
3741,72,251.83707556328648
6465,15,254.13047856029823
2313,36,240.6106779902666
9159,32,253.05139600207343
8008,39,248.10694487401327
3207,65,242.91303214975525
9847,40,256.0227234504644
3768,18,253.85505359451213
5427,33,250.5842261890408
5088,25,251.53926370252512
7586,43,248.96522092236634
2924,31,252.60165425002867
3465,69,251.3073657938651
6018,82,253.8323448009575
8703,26,250.1192019564596
7875,27,247.27229500311398
1668,18,249.16391335466506
7253,51,249.86907188526843
4767,6,249.37504598547704
1411,73,254.39844019148725
8944,96,256.7685377443879
3230,60,240.4288786818803
3738,61,239.30348808098407
7684,49,245.4231861453334
2501,62,250.96875103893734
4544,41,249.78748176527787
6527,90,257.442380328041
8251,25,251.96847941820602
5182,94,251.0585079135908
9561,4,244.63893235483573
6223,56,254.49421592592142
8368,20,252.0394299665369
3663,73,254.76310908976347
9748,49,258.13638615744776
1122,36,245.31285421590547
4689,94,252.87616268851124
7166,47,249.33158741174176
4710,15,239.91096466504737
9527,38,246.89112034135857
5093,76,240.8071083345577
6828,96,255.28066028990293
5339,50,240.87435138778497
9323,92,253.9209360810577
2118,96,260.9342364942245
6856,22,241.2820655243157
9192,68,255.5468796973395
8698,46,251.10868869868267
4277,48,247.9878252657376
3459,21,246.10059443969914
3465,48,251.13158794197477
8514,67,248.5930696931881
4624,95,248.29854554319417
1620,83,247.9979069980709
9147,86,256.64523436105236
4611,44,249.49917960103065
8043,83,253.92203359250314
7113,2,249.73077198387764
2191,8,247.89393633127298
1544,50,245.98187435514075
9522,43,258.63086962166756
5992,74,245.16662557985035
4964,88,252.56519094161814
7323,67,254.11678713584035
2756,59,247.6149314844359
8473,68,252.6850402052786
4665,5,239.99983618266126
3110,22,248.47467452859442
6937,47,246.73500473668705
4366,60,245.1239475635682
8010,9,250.24103950443225
9582,50,243.2099564156343
3373,98,258.57240771686537
9594,12,247.15533370053393
8187,93,248.4419521852688
5158,53,239.71441214895347
2744,9,240.09579751065536
1245,10,239.37665253692379
9309,79,252.3454122836865
4635,68,252.13687343910328
1124,23,244.33153490836457
5215,96,252.07413294722994
6690,99,250.1908522326554
2099,81,250.7420751607313
6982,18,244.49127850142588
5578,79,248.28922760642243
7504,49,238.41347585537812
1006,83,249.72497691537055
4188,47,250.8323944667141
9862,44,243.96222165773025
7112,58,242.49789529604413
1235,44,238.65352961879185
5990,6,247.50702154964654
9950,50,249.45029430862576
2455,16,234.43355790819177
8010,38,252.66561401043418
5838,37,245.3942963274998
1805,42,241.46815171938022
5518,17,245.4348963068254
3958,47,243.349235807958
7682,52,248.13484485781922
7060,13,249.67003089153818
5610,33,244.72681587285012
6232,95,255.39861831810848
3032,94,241.03165309211735
1165,80,251.7368327251228
6882,52,259.8289039971869
3751,85,250.1498613512506
3373,39,247.0894757588565
3542,63,255.14928297368306
7187,53,251.3715348877708
5085,92,261.3266430005815
8988,94,254.61927358941497
7710,4,244.54355612770246
5784,58,250.41357199905337
1486,6,249.17689381710778
4403,15,246.05532727446138
